France,Atletico Madrid,Seville,2014,David King,78
England,FC Ural,Sheffield,2006,Timothy Harris,71
France,Olympique Marseille,Turin,1994,Andrew Clark,41
Italy,Sevilla FC,Orenburg,1991,David King,77
England,Sheffield United,San Sebastian,2022,Joseph Evans,14
Germany,Juventus FC,Seville,2009,Carl Taylor,11
Germany,FC Lorient,Orenburg,1996,Mark Anderson,0
Germany,SC Freiburg,Sochi,2022,Norman White,17
England,Real Sociedad,Lyon,2018,Albert Gonzalez,57
England,Bayer 04 Leverkusen,Palma de Mallorca,2015,Joseph Perez,78
France,Athletic Bilbao,Ufa,2018,Joseph Perez,51
France,Stade de Reims,Palma de Mallorca,1997,George Wilson,56
Spain,Atletico Madrid,Turin,2001,Christopher Taylor,47
Spain,Cagliari Calcio,London,1993,James Johnson,6
Russia,Olympique Lyon,Palma de Mallorca,2010,Jeffrey Adams,47
Germany,Stade Rennais,Moscow,2012,Kenneth Hall,43
Italy,Liverpool FC,Palma de Mallorca,2021,John Lewis,69
England,FC Moscow,Madrid,1995,Carl Taylor,98
Italy,Valencia CF,Freiburg,1995,David James,3
England,Stade de Reims,Sheffield,2004,Norman White,25
Germany,Borussia Dortmund,Valencia,1998,Steven Taylor,52
France,FC Augsburg,Liverpool,2021,Michael Thompson,31
France,Manchester City,Sassuolo,2010,Richard Walker,8
France,AC Milan,Lyon,2018,Kevin Campbell,51
France,FSV Mainz 05,Hoffenheim,1999,Thomas Edwards,68
England,RC Celta de Vigo,Tambov,2005,John Smith,5
Germany,Olympique Marseille,London,2021,Thomas Brown,94
Germany,FC Augsburg,Manchester,1991,Edward Phillips,95
France,FC Tambov,Barcelona,2022,Christopher Taylor,38
France,RCD Mallorca,Sheffield,2006,Mark Anderson,6
England,FC St. Petersburg,Mainz,1998,Thomas Edwards,48
Italy,Manchester City,Turin,2018,David King,40
France,Leicester City,Birmingham,1998,David James,27
Spain,Stade de Reims,Valencia,2002,Edward Phillips,20
France,Real Madrid CF,Turin,2004,Kevin Campbell,7
Germany,Leicester City,Monaco,2003,Thomas Brown,68
Italy,RCD Mallorca,Turin,1997,Norman White,6
Italy,Manchester City,St. Petersburg,2019,Brian Miller,41
Russia,FSV Mainz 05,Hoffenheim,2016,Paul Davis,53
England,Manchester City,Moscow,2019,John Lewis,75
Germany,Benevento Calcio,Sochi,2013,Paul Davis,55
England,US Sassuolo,Birmingham,1990,Ronald Wilson,82
Italy,1. FC Köln,Freiburg,2016,Andrew Clark,85
Germany,FC Augsburg,Madrid,2002,David James,71
France,FC Metz,Orenburg,2022,John Lewis,52
Italy,Barcelona FC,Bilbao,1996,Mark Anderson,96
Spain,West Ham United,San Sebastian,2018,John Smith,73
France,FC Bayern Munich,Mainz,1990,Andrew Clark,90
England,TSG 1899 Hoffenheim,Getafe,1999,John Smith,99
Italy,Real Madrid CF,Orenburg,1993,Steven Taylor,49
France,FC Augsburg,Ferrara,1995,Kevin Campbell,24
England,Liverpool FC,Krasnodar,1995,David James,60
Italy,FC St. Petersburg,Liverpool,2010,John Smith,99
Italy,FC Sochi,Bilbao,2015,Ronald Wilson,30
Russia,Olympique Lyon,Milan,2005,David King,62
Spain,Borussia Dortmund,Barcelona,2007,Christopher Taylor,71
Italy,Atletico Madrid,Bilbao,2011,Steven Taylor,59
Russia,FC Schalke 04,Ferrara,2017,Michael Thompson,43
Russia,FC Moscow,Hoffenheim,1990,Andrew Clark,50
England,Inter Milan,St. Petersburg,2007,Richard Walker,73
Russia,Valencia CF,Krasnodar,1992,Jeffrey Adams,46
England,Sheffield United,Dortmund,2007,Thomas Brown,40
Italy,AC Milan,Sheffield,1994,Nicholas Moore,67
France,AS Monaco,Rostov,2011,Jeffrey Adams,31
Italy,FC Krasnodar,Milan,2009,Thomas Brown,18
Russia,RCD Mallorca,Freiburg,1991,Christopher Taylor,1
Spain,Getafe CF,Leverkusen,2007,John Lewis,68
France,Aston Villa,Lorient,1998,Carl Taylor,46
England,FC Krasnodar,Augsburg,1993,Andrew Clark,68
England,Real Sociedad,Palma de Mallorca,1995,Jeffrey Adams,0
Russia,Paris Saint Germain,Brest,2001,Kevin Campbell,98
Russia,FC Schalke 04,Reims,2008,Kenneth Hall,53
France,Juventus FC,Benevento,2018,Kevin Campbell,73
Italy,Stade Rennais,Krasnodar,2007,John Smith,80
France,RC Celta de Vigo,Metz,2019,Thomas Brown,88
France,Paris Saint Germain,Vigo,2014,George Wilson,27
Germany,Sevilla FC,Dortmund,2021,Jeffrey Adams,36
Spain,SS Lazio,Ferrara,2010,Timothy Harris,18
France,Borussia Dortmund,Freiburg,2018,John Lewis,52
Spain,SC Freiburg,Mainz,2000,Matthew Baker,2
Spain,Sevilla FC,Sassuolo,2009,Brian Miller,2
